sample_idx,event_name,split,input_start_utc,target_end_utc,target_mean_frp,target_max_frp,in_T0
1984,castellon_2023,train,2023-03-30T02:00:00.000000000,2023-04-01T13:00:00.000000000,0.0,0.0,True
1985,castellon_2023,train,2023-03-30T03:00:00.000000000,2023-04-01T14:00:00.000000000,0.0,0.0,True
1986,castellon_2023,train,2023-03-30T04:00:00.000000000,2023-04-01T15:00:00.000000000,0.0,0.0,True
1987,castellon_2023,train,2023-03-30T05:00:00.000000000,2023-04-01T16:00:00.000000000,0.0,0.0,True
1988,castellon_2023,train,2023-03-30T06:00:00.000000000,2023-04-01T17:00:00.000000000,0.0,0.0,True
1989,castellon_2023,train,2023-03-30T07:00:00.000000000,2023-04-01T18:00:00.000000000,0.0,0.0,True
1990,castellon_2023,train,2023-03-30T08:00:00.000000000,2023-04-01T19:00:00.000000000,0.0,0.0,True
1991,castellon_2023,train,2023-03-30T09:00:00.000000000,2023-04-01T20:00:00.000000000,0.0,0.0,True
1992,castellon_2023,train,2023-03-30T10:00:00.000000000,2023-04-01T21:00:00.000000000,0.0,0.0,True
1993,castellon_2023,train,2023-03-30T11:00:00.000000000,2023-04-01T22:00:00.000000000,0.0,0.0,True
1994,castellon_2023,train,2023-03-30T12:00:00.000000000,2023-04-01T23:00:00.000000000,0.0,0.0,True
1995,castellon_2023,train,2023-03-30T13:00:00.000000000,2023-04-02T00:00:00.000000000,0.0,0.0,True
1996,castellon_2023,train,2023-03-30T14:00:00.000000000,2023-04-02T01:00:00.000000000,0.0,0.0,True
1997,castellon_2023,train,2023-03-30T15:00:00.000000000,2023-04-02T02:00:00.000000000,0.0,0.0,True
1998,castellon_2023,train,2023-03-30T16:00:00.000000000,2023-04-02T03:00:00.000000000,0.0,0.0,True
1999,castellon_2023,train,2023-03-30T17:00:00.000000000,2023-04-02T04:00:00.000000000,0.0,0.0,True
2000,castellon_2023,train,2023-03-30T18:00:00.000000000,2023-04-02T05:00:00.000000000,0.0,0.0,True
2001,castellon_2023,train,2023-03-30T19:00:00.000000000,2023-04-02T06:00:00.000000000,0.0,0.0,True
2002,castellon_2023,train,2023-03-30T20:00:00.000000000,2023-04-02T07:00:00.000000000,0.0,0.0,True
2003,castellon_2023,train,2023-03-30T21:00:00.000000000,2023-04-02T08:00:00.000000000,0.0,0.0,True
2004,castellon_2023,train,2023-03-30T22:00:00.000000000,2023-04-02T09:00:00.000000000,0.0,0.0,True
2005,castellon_2023,train,2023-03-30T23:00:00.000000000,2023-04-02T10:00:00.000000000,0.0,0.0,True
2006,castellon_2023,train,2023-03-31T00:00:00.000000000,2023-04-02T11:00:00.000000000,0.0,0.0,True
2007,castellon_2023,train,2023-03-31T01:00:00.000000000,2023-04-02T12:00:00.000000000,0.0,0.0,True
2008,castellon_2023,train,2023-03-31T02:00:00.000000000,2023-04-02T13:00:00.000000000,0.0,0.0,True
2009,castellon_2023,train,2023-03-31T03:00:00.000000000,2023-04-02T14:00:00.000000000,0.0,0.0,True
2010,castellon_2023,train,2023-03-31T04:00:00.000000000,2023-04-02T15:00:00.000000000,0.0,0.0,True
2011,castellon_2023,train,2023-03-31T05:00:00.000000000,2023-04-02T16:00:00.000000000,0.0,0.0,True
2012,castellon_2023,train,2023-03-31T06:00:00.000000000,2023-04-02T17:00:00.000000000,0.0,0.0,True
2013,castellon_2023,train,2023-03-31T07:00:00.000000000,2023-04-02T18:00:00.000000000,0.0,0.0,True
2014,castellon_2023,train,2023-03-31T08:00:00.000000000,2023-04-02T19:00:00.000000000,0.0,0.0,True
2015,castellon_2023,train,2023-03-31T09:00:00.000000000,2023-04-02T20:00:00.000000000,0.0,0.0,True
2016,castellon_2023,train,2023-03-31T10:00:00.000000000,2023-04-02T21:00:00.000000000,0.0,0.0,True
2017,castellon_2023,train,2023-03-31T11:00:00.000000000,2023-04-02T22:00:00.000000000,0.0,0.0,True
2018,castellon_2023,train,2023-03-31T12:00:00.000000000,2023-04-02T23:00:00.000000000,0.0,0.0,True
2019,castellon_2023,train,2023-03-31T13:00:00.000000000,2023-04-03T00:00:00.000000000,0.0,0.0,True
2020,castellon_2023,train,2023-03-31T14:00:00.000000000,2023-04-03T01:00:00.000000000,0.0,0.0,True
2021,castellon_2023,train,2023-03-31T15:00:00.000000000,2023-04-03T02:00:00.000000000,0.0,0.0,True
2022,castellon_2023,train,2023-03-31T16:00:00.000000000,2023-04-03T03:00:00.000000000,0.0,0.0,True
2023,castellon_2023,train,2023-03-31T17:00:00.000000000,2023-04-03T04:00:00.000000000,0.0,0.0,True
2024,castellon_2023,train,2023-03-31T18:00:00.000000000,2023-04-03T05:00:00.000000000,0.0,0.0,True
2025,castellon_2023,train,2023-03-31T19:00:00.000000000,2023-04-03T06:00:00.000000000,0.0,0.0,True
2026,castellon_2023,train,2023-03-31T20:00:00.000000000,2023-04-03T07:00:00.000000000,0.0,0.0,True
2027,castellon_2023,train,2023-03-31T21:00:00.000000000,2023-04-03T08:00:00.000000000,0.0,0.0,True
2028,castellon_2023,train,2023-03-31T22:00:00.000000000,2023-04-03T09:00:00.000000000,0.0,0.0,True
2029,castellon_2023,train,2023-03-31T23:00:00.000000000,2023-04-03T10:00:00.000000000,0.0,0.0,True
2030,castellon_2023,train,2023-04-01T00:00:00.000000000,2023-04-03T11:00:00.000000000,0.0,0.0,True
2031,castellon_2023,train,2023-04-01T01:00:00.000000000,2023-04-03T12:00:00.000000000,0.0,0.0,True
2032,castellon_2023,train,2023-04-01T02:00:00.000000000,2023-04-03T13:00:00.000000000,0.0,0.0,True
2033,castellon_2023,train,2023-04-01T03:00:00.000000000,2023-04-03T14:00:00.000000000,0.0,0.0,True
2034,castellon_2023,train,2023-04-01T04:00:00.000000000,2023-04-03T15:00:00.000000000,0.0,0.0,True
2035,castellon_2023,train,2023-04-01T05:00:00.000000000,2023-04-03T16:00:00.000000000,0.0,0.0,True
2036,castellon_2023,train,2023-04-01T06:00:00.000000000,2023-04-03T17:00:00.000000000,0.0,0.0,True
2037,castellon_2023,train,2023-04-01T07:00:00.000000000,2023-04-03T18:00:00.000000000,0.0,0.0,True
2038,castellon_2023,train,2023-04-01T08:00:00.000000000,2023-04-03T19:00:00.000000000,0.0,0.0,True
2039,castellon_2023,train,2023-04-01T09:00:00.000000000,2023-04-03T20:00:00.000000000,0.0,0.0,True
2040,castellon_2023,train,2023-04-01T10:00:00.000000000,2023-04-03T21:00:00.000000000,0.0,0.0,True
2041,castellon_2023,train,2023-04-01T11:00:00.000000000,2023-04-03T22:00:00.000000000,0.0,0.0,True
2042,castellon_2023,train,2023-04-01T12:00:00.000000000,2023-04-03T23:00:00.000000000,0.0,0.0,True
2043,castellon_2023,train,2023-04-01T13:00:00.000000000,2023-04-04T00:00:00.000000000,0.0,0.0,True
2044,castellon_2023,train,2023-04-01T14:00:00.000000000,2023-04-04T01:00:00.000000000,0.0,0.0,True
2045,castellon_2023,train,2023-04-01T15:00:00.000000000,2023-04-04T02:00:00.000000000,0.0,0.0,True
2046,castellon_2023,train,2023-04-01T16:00:00.000000000,2023-04-04T03:00:00.000000000,0.0,0.0,True
2047,castellon_2023,train,2023-04-01T17:00:00.000000000,2023-04-04T04:00:00.000000000,0.0,0.0,True
2048,castellon_2023,train,2023-04-01T18:00:00.000000000,2023-04-04T05:00:00.000000000,0.0,0.0,True
2049,castellon_2023,train,2023-04-01T19:00:00.000000000,2023-04-04T06:00:00.000000000,0.0,0.0,True
2050,castellon_2023,train,2023-04-01T20:00:00.000000000,2023-04-04T07:00:00.000000000,0.0,0.0,True
2051,castellon_2023,train,2023-04-01T21:00:00.000000000,2023-04-04T08:00:00.000000000,0.0,0.0,True
2052,castellon_2023,train,2023-04-01T22:00:00.000000000,2023-04-04T09:00:00.000000000,0.0,0.0,True
2053,castellon_2023,train,2023-04-01T23:00:00.000000000,2023-04-04T10:00:00.000000000,0.0,0.0,True
2054,castellon_2023,train,2023-04-02T00:00:00.000000000,2023-04-04T11:00:00.000000000,0.0,0.0,True
2055,castellon_2023,train,2023-04-02T01:00:00.000000000,2023-04-04T12:00:00.000000000,0.0,0.0,True
2056,castellon_2023,train,2023-04-02T02:00:00.000000000,2023-04-04T13:00:00.000000000,0.0,0.0,True
2057,castellon_2023,train,2023-04-02T03:00:00.000000000,2023-04-04T14:00:00.000000000,0.0,0.0,True
2058,castellon_2023,train,2023-04-02T04:00:00.000000000,2023-04-04T15:00:00.000000000,0.0,0.0,True
2059,castellon_2023,train,2023-04-02T05:00:00.000000000,2023-04-04T16:00:00.000000000,0.0,0.0,True
2060,castellon_2023,train,2023-04-02T06:00:00.000000000,2023-04-04T17:00:00.000000000,0.0,0.0,True
2061,castellon_2023,train,2023-04-02T07:00:00.000000000,2023-04-04T18:00:00.000000000,0.0,0.0,True
2062,castellon_2023,train,2023-04-02T08:00:00.000000000,2023-04-04T19:00:00.000000000,0.0,0.0,True
2063,castellon_2023,train,2023-04-02T09:00:00.000000000,2023-04-04T20:00:00.000000000,0.0,0.0,True
2064,castellon_2023,train,2023-04-02T10:00:00.000000000,2023-04-04T21:00:00.000000000,0.0,0.0,True
2065,castellon_2023,train,2023-04-02T11:00:00.000000000,2023-04-04T22:00:00.000000000,0.0,0.0,True
2066,castellon_2023,train,2023-04-02T12:00:00.000000000,2023-04-04T23:00:00.000000000,0.0,0.0,True
2067,castellon_2023,train,2023-04-02T13:00:00.000000000,2023-04-05T00:00:00.000000000,0.0,0.0,True
2068,castellon_2023,train,2023-04-02T14:00:00.000000000,2023-04-05T01:00:00.000000000,0.0,0.0,True
2069,castellon_2023,train,2023-04-02T15:00:00.000000000,2023-04-05T02:00:00.000000000,0.0,0.0,True
2070,castellon_2023,train,2023-04-02T16:00:00.000000000,2023-04-05T03:00:00.000000000,0.0,0.0,True
2071,castellon_2023,train,2023-04-02T17:00:00.000000000,2023-04-05T04:00:00.000000000,0.0,0.0,True
2072,castellon_2023,train,2023-04-02T18:00:00.000000000,2023-04-05T05:00:00.000000000,0.0,0.0,True
2073,castellon_2023,train,2023-04-02T19:00:00.000000000,2023-04-05T06:00:00.000000000,0.0,0.0,True
2074,castellon_2023,train,2023-04-02T20:00:00.000000000,2023-04-05T07:00:00.000000000,0.0,0.0,True
2075,castellon_2023,train,2023-04-02T21:00:00.000000000,2023-04-05T08:00:00.000000000,0.0,0.0,True
2076,castellon_2023,train,2023-04-02T22:00:00.000000000,2023-04-05T09:00:00.000000000,0.0,0.0,True
2077,castellon_2023,train,2023-04-02T23:00:00.000000000,2023-04-05T10:00:00.000000000,9.866666793823242,118.4000015258789,True
2078,castellon_2023,train,2023-04-03T00:00:00.000000000,2023-04-05T11:00:00.000000000,9.866666793823242,118.4000015258789,True
2079,castellon_2023,train,2023-04-03T01:00:00.000000000,2023-04-05T12:00:00.000000000,9.866666793823242,118.4000015258789,True
2080,castellon_2023,train,2023-04-03T02:00:00.000000000,2023-04-05T13:00:00.000000000,9.866666793823242,118.4000015258789,True
2081,castellon_2023,train,2023-04-03T03:00:00.000000000,2023-04-05T14:00:00.000000000,9.866666793823242,118.4000015258789,True
2082,castellon_2023,train,2023-04-03T04:00:00.000000000,2023-04-05T15:00:00.000000000,9.866666793823242,118.4000015258789,True
2083,castellon_2023,train,2023-04-03T05:00:00.000000000,2023-04-05T16:00:00.000000000,9.866666793823242,118.4000015258789,True
2084,castellon_2023,train,2023-04-03T06:00:00.000000000,2023-04-05T17:00:00.000000000,9.866666793823242,118.4000015258789,True
2085,castellon_2023,train,2023-04-03T07:00:00.000000000,2023-04-05T18:00:00.000000000,9.866666793823242,118.4000015258789,True
2086,castellon_2023,train,2023-04-03T08:00:00.000000000,2023-04-05T19:00:00.000000000,9.866666793823242,118.4000015258789,True
2087,castellon_2023,train,2023-04-03T09:00:00.000000000,2023-04-05T20:00:00.000000000,9.866666793823242,118.4000015258789,True
2088,castellon_2023,train,2023-04-03T10:00:00.000000000,2023-04-05T21:00:00.000000000,9.866666793823242,118.4000015258789,True
2089,castellon_2023,train,2023-04-03T11:00:00.000000000,2023-04-05T22:00:00.000000000,0.0,0.0,True
2090,castellon_2023,train,2023-04-03T12:00:00.000000000,2023-04-05T23:00:00.000000000,0.0,0.0,True
2091,castellon_2023,train,2023-04-03T13:00:00.000000000,2023-04-06T00:00:00.000000000,0.0,0.0,True
2092,castellon_2023,train,2023-04-03T14:00:00.000000000,2023-04-06T01:00:00.000000000,0.0,0.0,True
2093,castellon_2023,train,2023-04-03T15:00:00.000000000,2023-04-06T02:00:00.000000000,0.0,0.0,True
2094,castellon_2023,train,2023-04-03T16:00:00.000000000,2023-04-06T03:00:00.000000000,0.0,0.0,True
2095,castellon_2023,train,2023-04-03T17:00:00.000000000,2023-04-06T04:00:00.000000000,0.0,0.0,True
2096,castellon_2023,train,2023-04-03T18:00:00.000000000,2023-04-06T05:00:00.000000000,0.0,0.0,True
2097,castellon_2023,train,2023-04-03T19:00:00.000000000,2023-04-06T06:00:00.000000000,0.0,0.0,True
2098,castellon_2023,train,2023-04-03T20:00:00.000000000,2023-04-06T07:00:00.000000000,0.0,0.0,True
2099,castellon_2023,train,2023-04-03T21:00:00.000000000,2023-04-06T08:00:00.000000000,0.0,0.0,True
2100,castellon_2023,train,2023-04-03T22:00:00.000000000,2023-04-06T09:00:00.000000000,0.0,0.0,True
2101,castellon_2023,train,2023-04-03T23:00:00.000000000,2023-04-06T10:00:00.000000000,0.0,0.0,True
2102,castellon_2023,train,2023-04-04T00:00:00.000000000,2023-04-06T11:00:00.000000000,0.0,0.0,True
2103,castellon_2023,train,2023-04-04T01:00:00.000000000,2023-04-06T12:00:00.000000000,0.0,0.0,True
2104,castellon_2023,train,2023-04-04T02:00:00.000000000,2023-04-06T13:00:00.000000000,0.0,0.0,True
2105,castellon_2023,train,2023-04-04T03:00:00.000000000,2023-04-06T14:00:00.000000000,0.0,0.0,True
2106,castellon_2023,train,2023-04-04T04:00:00.000000000,2023-04-06T15:00:00.000000000,0.0,0.0,True
2107,castellon_2023,train,2023-04-04T05:00:00.000000000,2023-04-06T16:00:00.000000000,0.0,0.0,True
2108,castellon_2023,train,2023-04-04T06:00:00.000000000,2023-04-06T17:00:00.000000000,0.0,0.0,True
2109,castellon_2023,train,2023-04-04T07:00:00.000000000,2023-04-06T18:00:00.000000000,0.0,0.0,True
2110,castellon_2023,train,2023-04-04T08:00:00.000000000,2023-04-06T19:00:00.000000000,0.0,0.0,True
2111,castellon_2023,train,2023-04-04T09:00:00.000000000,2023-04-06T20:00:00.000000000,0.0,0.0,True
2112,castellon_2023,train,2023-04-04T10:00:00.000000000,2023-04-06T21:00:00.000000000,0.0,0.0,True
2113,castellon_2023,train,2023-04-04T11:00:00.000000000,2023-04-06T22:00:00.000000000,0.0,0.0,True
2114,castellon_2023,train,2023-04-04T12:00:00.000000000,2023-04-06T23:00:00.000000000,0.0,0.0,True
2115,castellon_2023,train,2023-04-04T13:00:00.000000000,2023-04-07T00:00:00.000000000,0.0,0.0,True
2116,castellon_2023,train,2023-04-04T14:00:00.000000000,2023-04-07T01:00:00.000000000,0.0,0.0,True
2117,castellon_2023,train,2023-04-04T15:00:00.000000000,2023-04-07T02:00:00.000000000,0.0,0.0,True
2118,castellon_2023,train,2023-04-04T16:00:00.000000000,2023-04-07T03:00:00.000000000,0.0,0.0,True
2119,castellon_2023,train,2023-04-04T17:00:00.000000000,2023-04-07T04:00:00.000000000,0.0,0.0,True
2120,castellon_2023,train,2023-04-04T18:00:00.000000000,2023-04-07T05:00:00.000000000,0.0,0.0,True
2121,castellon_2023,train,2023-04-04T19:00:00.000000000,2023-04-07T06:00:00.000000000,0.0,0.0,True
2122,castellon_2023,train,2023-04-04T20:00:00.000000000,2023-04-07T07:00:00.000000000,0.0,0.0,True
2123,castellon_2023,train,2023-04-04T21:00:00.000000000,2023-04-07T08:00:00.000000000,0.0,0.0,True
2124,castellon_2023,train,2023-04-04T22:00:00.000000000,2023-04-07T09:00:00.000000000,7.016666412353516,84.19999694824219,True
2125,castellon_2023,train,2023-04-04T23:00:00.000000000,2023-04-07T10:00:00.000000000,7.016666412353516,84.19999694824219,True
2126,castellon_2023,train,2023-04-05T00:00:00.000000000,2023-04-07T11:00:00.000000000,7.016666412353516,84.19999694824219,True
2127,castellon_2023,train,2023-04-05T01:00:00.000000000,2023-04-07T12:00:00.000000000,7.016666412353516,84.19999694824219,True
2128,castellon_2023,train,2023-04-05T02:00:00.000000000,2023-04-07T13:00:00.000000000,7.016666412353516,84.19999694824219,True
2129,castellon_2023,train,2023-04-05T03:00:00.000000000,2023-04-07T14:00:00.000000000,7.016666412353516,84.19999694824219,True
2130,castellon_2023,train,2023-04-05T04:00:00.000000000,2023-04-07T15:00:00.000000000,7.016666412353516,84.19999694824219,True
2131,castellon_2023,train,2023-04-05T05:00:00.000000000,2023-04-07T16:00:00.000000000,7.016666412353516,84.19999694824219,True
2132,castellon_2023,train,2023-04-05T06:00:00.000000000,2023-04-07T17:00:00.000000000,7.016666412353516,84.19999694824219,True
2133,castellon_2023,train,2023-04-05T07:00:00.000000000,2023-04-07T18:00:00.000000000,7.016666412353516,84.19999694824219,True
2134,castellon_2023,train,2023-04-05T08:00:00.000000000,2023-04-07T19:00:00.000000000,7.016666412353516,84.19999694824219,True
2135,castellon_2023,train,2023-04-05T09:00:00.000000000,2023-04-07T20:00:00.000000000,7.016666412353516,84.19999694824219,True
2136,castellon_2023,train,2023-04-05T10:00:00.000000000,2023-04-07T21:00:00.000000000,0.0,0.0,True
2137,castellon_2023,train,2023-04-05T11:00:00.000000000,2023-04-07T22:00:00.000000000,0.0,0.0,True
2138,castellon_2023,train,2023-04-05T12:00:00.000000000,2023-04-07T23:00:00.000000000,0.0,0.0,True
2139,castellon_2023,train,2023-04-05T13:00:00.000000000,2023-04-08T00:00:00.000000000,0.0,0.0,True
2140,castellon_2023,train,2023-04-05T14:00:00.000000000,2023-04-08T01:00:00.000000000,0.0,0.0,True
2141,castellon_2023,train,2023-04-05T15:00:00.000000000,2023-04-08T02:00:00.000000000,0.0,0.0,True
2142,castellon_2023,train,2023-04-05T16:00:00.000000000,2023-04-08T03:00:00.000000000,0.0,0.0,True
2143,castellon_2023,train,2023-04-05T17:00:00.000000000,2023-04-08T04:00:00.000000000,0.0,0.0,True
2144,castellon_2023,train,2023-04-05T18:00:00.000000000,2023-04-08T05:00:00.000000000,0.0,0.0,True
2145,castellon_2023,train,2023-04-05T19:00:00.000000000,2023-04-08T06:00:00.000000000,0.0,0.0,True
2146,castellon_2023,train,2023-04-05T20:00:00.000000000,2023-04-08T07:00:00.000000000,0.0,0.0,True
2147,castellon_2023,train,2023-04-05T21:00:00.000000000,2023-04-08T08:00:00.000000000,0.0,0.0,True
2148,castellon_2023,train,2023-04-05T22:00:00.000000000,2023-04-08T09:00:00.000000000,0.0,0.0,True
2149,castellon_2023,train,2023-04-05T23:00:00.000000000,2023-04-08T10:00:00.000000000,0.0,0.0,True
2150,castellon_2023,train,2023-04-06T00:00:00.000000000,2023-04-08T11:00:00.000000000,0.0,0.0,True
2151,castellon_2023,train,2023-04-06T01:00:00.000000000,2023-04-08T12:00:00.000000000,0.0,0.0,True
2152,castellon_2023,train,2023-04-06T02:00:00.000000000,2023-04-08T13:00:00.000000000,0.0,0.0,True
2153,castellon_2023,train,2023-04-06T03:00:00.000000000,2023-04-08T14:00:00.000000000,0.0,0.0,True
2154,castellon_2023,train,2023-04-06T04:00:00.000000000,2023-04-08T15:00:00.000000000,0.0,0.0,True
2155,castellon_2023,train,2023-04-06T05:00:00.000000000,2023-04-08T16:00:00.000000000,0.0,0.0,True
2156,castellon_2023,train,2023-04-06T06:00:00.000000000,2023-04-08T17:00:00.000000000,0.0,0.0,True
2157,castellon_2023,train,2023-04-06T07:00:00.000000000,2023-04-08T18:00:00.000000000,0.0,0.0,True
2158,castellon_2023,train,2023-04-06T08:00:00.000000000,2023-04-08T19:00:00.000000000,0.0,0.0,True
2159,castellon_2023,train,2023-04-06T09:00:00.000000000,2023-04-08T20:00:00.000000000,0.0,0.0,True
2160,castellon_2023,train,2023-04-06T10:00:00.000000000,2023-04-08T21:00:00.000000000,0.0,0.0,True
2161,castellon_2023,train,2023-04-06T11:00:00.000000000,2023-04-08T22:00:00.000000000,0.0,0.0,True
2162,castellon_2023,train,2023-04-06T12:00:00.000000000,2023-04-08T23:00:00.000000000,0.0,0.0,True
2163,castellon_2023,train,2023-04-06T13:00:00.000000000,2023-04-09T00:00:00.000000000,0.0,0.0,True
2164,castellon_2023,train,2023-04-06T14:00:00.000000000,2023-04-09T01:00:00.000000000,0.0,0.0,True
2165,castellon_2023,train,2023-04-06T15:00:00.000000000,2023-04-09T02:00:00.000000000,0.0,0.0,True
2166,castellon_2023,train,2023-04-06T16:00:00.000000000,2023-04-09T03:00:00.000000000,0.0,0.0,True
2167,castellon_2023,train,2023-04-06T17:00:00.000000000,2023-04-09T04:00:00.000000000,0.0,0.0,True
2168,castellon_2023,train,2023-04-06T18:00:00.000000000,2023-04-09T05:00:00.000000000,0.0,0.0,True
2169,castellon_2023,train,2023-04-06T19:00:00.000000000,2023-04-09T06:00:00.000000000,0.0,0.0,True
2170,castellon_2023,train,2023-04-06T20:00:00.000000000,2023-04-09T07:00:00.000000000,0.0,0.0,True
2171,castellon_2023,train,2023-04-06T21:00:00.000000000,2023-04-09T08:00:00.000000000,0.0,0.0,True
2172,castellon_2023,train,2023-04-06T22:00:00.000000000,2023-04-09T09:00:00.000000000,0.0,0.0,True
2173,castellon_2023,train,2023-04-06T23:00:00.000000000,2023-04-09T10:00:00.000000000,0.0,0.0,True
2174,castellon_2023,train,2023-04-07T00:00:00.000000000,2023-04-09T11:00:00.000000000,0.0,0.0,True
2175,castellon_2023,train,2023-04-07T01:00:00.000000000,2023-04-09T12:00:00.000000000,0.0,0.0,True
2176,castellon_2023,train,2023-04-07T02:00:00.000000000,2023-04-09T13:00:00.000000000,0.0,0.0,True
2177,castellon_2023,train,2023-04-07T03:00:00.000000000,2023-04-09T14:00:00.000000000,0.0,0.0,True
2178,castellon_2023,train,2023-04-07T04:00:00.000000000,2023-04-09T15:00:00.000000000,0.0,0.0,True
2179,castellon_2023,train,2023-04-07T05:00:00.000000000,2023-04-09T16:00:00.000000000,0.0,0.0,True
2180,castellon_2023,train,2023-04-07T06:00:00.000000000,2023-04-09T17:00:00.000000000,0.0,0.0,True
2181,castellon_2023,train,2023-04-07T07:00:00.000000000,2023-04-09T18:00:00.000000000,0.0,0.0,True
2182,castellon_2023,train,2023-04-07T08:00:00.000000000,2023-04-09T19:00:00.000000000,0.0,0.0,True
2183,castellon_2023,train,2023-04-07T09:00:00.000000000,2023-04-09T20:00:00.000000000,0.0,0.0,True
2184,castellon_2023,train,2023-04-07T10:00:00.000000000,2023-04-09T21:00:00.000000000,0.0,0.0,True
2185,castellon_2023,train,2023-04-07T11:00:00.000000000,2023-04-09T22:00:00.000000000,0.0,0.0,True
2186,castellon_2023,train,2023-04-07T12:00:00.000000000,2023-04-09T23:00:00.000000000,0.0,0.0,True
2187,castellon_2023,train,2023-04-07T13:00:00.000000000,2023-04-10T00:00:00.000000000,0.0,0.0,True
2188,castellon_2023,train,2023-04-07T14:00:00.000000000,2023-04-10T01:00:00.000000000,0.0,0.0,True
2189,castellon_2023,train,2023-04-07T15:00:00.000000000,2023-04-10T02:00:00.000000000,0.0,0.0,True
2190,castellon_2023,train,2023-04-07T16:00:00.000000000,2023-04-10T03:00:00.000000000,0.0,0.0,True
2191,castellon_2023,train,2023-04-07T17:00:00.000000000,2023-04-10T04:00:00.000000000,0.0,0.0,True
2192,castellon_2023,train,2023-04-07T18:00:00.000000000,2023-04-10T05:00:00.000000000,0.0,0.0,True
2193,castellon_2023,train,2023-04-07T19:00:00.000000000,2023-04-10T06:00:00.000000000,0.0,0.0,True
2194,castellon_2023,train,2023-04-07T20:00:00.000000000,2023-04-10T07:00:00.000000000,0.0,0.0,True
2195,castellon_2023,train,2023-04-07T21:00:00.000000000,2023-04-10T08:00:00.000000000,0.0,0.0,True
2196,castellon_2023,train,2023-04-07T22:00:00.000000000,2023-04-10T09:00:00.000000000,0.0,0.0,True
2197,castellon_2023,train,2023-04-07T23:00:00.000000000,2023-04-10T10:00:00.000000000,0.0,0.0,True
2198,castellon_2023,train,2023-04-08T00:00:00.000000000,2023-04-10T11:00:00.000000000,0.0,0.0,True
2199,castellon_2023,train,2023-04-08T01:00:00.000000000,2023-04-10T12:00:00.000000000,0.0,0.0,True
2200,castellon_2023,train,2023-04-08T02:00:00.000000000,2023-04-10T13:00:00.000000000,0.0,0.0,True
2201,castellon_2023,train,2023-04-08T03:00:00.000000000,2023-04-10T14:00:00.000000000,0.0,0.0,True
2202,castellon_2023,train,2023-04-08T04:00:00.000000000,2023-04-10T15:00:00.000000000,0.0,0.0,True
2203,castellon_2023,train,2023-04-08T05:00:00.000000000,2023-04-10T16:00:00.000000000,0.0,0.0,True
2204,castellon_2023,train,2023-04-08T06:00:00.000000000,2023-04-10T17:00:00.000000000,0.0,0.0,True
2205,castellon_2023,train,2023-04-08T07:00:00.000000000,2023-04-10T18:00:00.000000000,0.0,0.0,True
2206,castellon_2023,train,2023-04-08T08:00:00.000000000,2023-04-10T19:00:00.000000000,0.0,0.0,True
2207,castellon_2023,train,2023-04-08T09:00:00.000000000,2023-04-10T20:00:00.000000000,0.0,0.0,True
2208,castellon_2023,train,2023-04-08T10:00:00.000000000,2023-04-10T21:00:00.000000000,0.0,0.0,True
2209,castellon_2023,train,2023-04-08T11:00:00.000000000,2023-04-10T22:00:00.000000000,0.0,0.0,True
2210,castellon_2023,train,2023-04-08T12:00:00.000000000,2023-04-10T23:00:00.000000000,0.0,0.0,True
2211,castellon_2023,train,2023-04-08T13:00:00.000000000,2023-04-11T00:00:00.000000000,0.0,0.0,True
2212,castellon_2023,train,2023-04-08T14:00:00.000000000,2023-04-11T01:00:00.000000000,0.0,0.0,True
2213,castellon_2023,train,2023-04-08T15:00:00.000000000,2023-04-11T02:00:00.000000000,0.0,0.0,True
2214,castellon_2023,train,2023-04-08T16:00:00.000000000,2023-04-11T03:00:00.000000000,0.0,0.0,True
2215,castellon_2023,train,2023-04-08T17:00:00.000000000,2023-04-11T04:00:00.000000000,0.0,0.0,True
2216,castellon_2023,train,2023-04-08T18:00:00.000000000,2023-04-11T05:00:00.000000000,0.0,0.0,True
2217,castellon_2023,train,2023-04-08T19:00:00.000000000,2023-04-11T06:00:00.000000000,0.0,0.0,True
2218,castellon_2023,train,2023-04-08T20:00:00.000000000,2023-04-11T07:00:00.000000000,0.0,0.0,True
2219,castellon_2023,train,2023-04-08T21:00:00.000000000,2023-04-11T08:00:00.000000000,0.0,0.0,True
2220,castellon_2023,train,2023-04-08T22:00:00.000000000,2023-04-11T09:00:00.000000000,0.0,0.0,True
2221,castellon_2023,train,2023-04-08T23:00:00.000000000,2023-04-11T10:00:00.000000000,0.0,0.0,True
2222,castellon_2023,train,2023-04-09T00:00:00.000000000,2023-04-11T11:00:00.000000000,0.0,0.0,True
2223,castellon_2023,train,2023-04-09T01:00:00.000000000,2023-04-11T12:00:00.000000000,0.0,0.0,True
2224,castellon_2023,train,2023-04-09T02:00:00.000000000,2023-04-11T13:00:00.000000000,0.0,0.0,True
2225,castellon_2023,train,2023-04-09T03:00:00.000000000,2023-04-11T14:00:00.000000000,0.0,0.0,True
2226,castellon_2023,train,2023-04-09T04:00:00.000000000,2023-04-11T15:00:00.000000000,0.0,0.0,True
2227,castellon_2023,train,2023-04-09T05:00:00.000000000,2023-04-11T16:00:00.000000000,0.0,0.0,True
2228,castellon_2023,train,2023-04-09T06:00:00.000000000,2023-04-11T17:00:00.000000000,0.0,0.0,True
