sample_idx,event_name,split,input_start_utc,target_end_utc,target_mean_frp,target_max_frp
932,evia_2021,train,2021-08-05T17:00:00.000000000,2021-08-08T04:00:00.000000000,1697.45849609375,3660.60009765625
933,evia_2021,train,2021-08-05T18:00:00.000000000,2021-08-08T05:00:00.000000000,1613.2918701171875,3660.60009765625
934,evia_2021,train,2021-08-05T19:00:00.000000000,2021-08-08T06:00:00.000000000,1503.6585693359375,3660.60009765625
935,evia_2021,train,2021-08-05T20:00:00.000000000,2021-08-08T07:00:00.000000000,1636.1583251953125,3660.60009765625
936,evia_2021,train,2021-08-05T21:00:00.000000000,2021-08-08T08:00:00.000000000,1597.5750732421875,3660.60009765625
937,evia_2021,train,2021-08-05T22:00:00.000000000,2021-08-08T09:00:00.000000000,1597.5750732421875,3660.60009765625
938,evia_2021,train,2021-08-05T23:00:00.000000000,2021-08-08T10:00:00.000000000,1597.5750732421875,3660.60009765625
939,evia_2021,train,2021-08-06T00:00:00.000000000,2021-08-08T11:00:00.000000000,1597.5750732421875,3660.60009765625
940,evia_2021,train,2021-08-06T01:00:00.000000000,2021-08-08T12:00:00.000000000,1564.75,3660.60009765625
941,evia_2021,train,2021-08-06T02:00:00.000000000,2021-08-08T13:00:00.000000000,1376.5416259765625,3660.60009765625
942,evia_2021,train,2021-08-06T03:00:00.000000000,2021-08-08T14:00:00.000000000,1342.8917236328125,3660.60009765625
943,evia_2021,train,2021-08-06T04:00:00.000000000,2021-08-08T15:00:00.000000000,1082.7083740234375,3608.300048828125
944,evia_2021,train,2021-08-06T05:00:00.000000000,2021-08-08T16:00:00.000000000,782.0166625976562,3282.800048828125
945,evia_2021,train,2021-08-06T06:00:00.000000000,2021-08-08T17:00:00.000000000,573.5582885742188,3282.800048828125
946,evia_2021,train,2021-08-06T07:00:00.000000000,2021-08-08T18:00:00.000000000,463.5333251953125,3282.800048828125
947,evia_2021,train,2021-08-06T08:00:00.000000000,2021-08-08T19:00:00.000000000,189.9666748046875,1317.4000244140625
948,evia_2021,train,2021-08-06T09:00:00.000000000,2021-08-08T20:00:00.000000000,189.9666748046875,1317.4000244140625
949,evia_2021,train,2021-08-06T10:00:00.000000000,2021-08-08T21:00:00.000000000,189.9666748046875,1317.4000244140625
950,evia_2021,train,2021-08-06T11:00:00.000000000,2021-08-08T22:00:00.000000000,189.9666748046875,1317.4000244140625
951,evia_2021,train,2021-08-06T12:00:00.000000000,2021-08-08T23:00:00.000000000,189.9666748046875,1317.4000244140625
952,evia_2021,train,2021-08-06T13:00:00.000000000,2021-08-09T00:00:00.000000000,189.9666748046875,1317.4000244140625
953,evia_2021,train,2021-08-06T14:00:00.000000000,2021-08-09T01:00:00.000000000,154.65000915527344,1317.4000244140625
954,evia_2021,train,2021-08-06T15:00:00.000000000,2021-08-09T02:00:00.000000000,44.866668701171875,538.4000244140625
955,evia_2021,train,2021-08-06T16:00:00.000000000,2021-08-09T03:00:00.000000000,0.0,0.0
956,evia_2021,train,2021-08-06T17:00:00.000000000,2021-08-09T04:00:00.000000000,0.0,0.0
957,evia_2021,train,2021-08-06T18:00:00.000000000,2021-08-09T05:00:00.000000000,0.0,0.0
958,evia_2021,train,2021-08-06T19:00:00.000000000,2021-08-09T06:00:00.000000000,0.0,0.0
959,evia_2021,train,2021-08-06T20:00:00.000000000,2021-08-09T07:00:00.000000000,0.0,0.0
960,evia_2021,train,2021-08-06T21:00:00.000000000,2021-08-09T08:00:00.000000000,0.0,0.0
961,evia_2021,train,2021-08-06T22:00:00.000000000,2021-08-09T09:00:00.000000000,0.0,0.0
962,evia_2021,train,2021-08-06T23:00:00.000000000,2021-08-09T10:00:00.000000000,0.0,0.0
963,evia_2021,train,2021-08-07T00:00:00.000000000,2021-08-09T11:00:00.000000000,55.9083366394043,670.9000244140625
964,evia_2021,train,2021-08-07T01:00:00.000000000,2021-08-09T12:00:00.000000000,300.3666687011719,2933.5
965,evia_2021,train,2021-08-07T02:00:00.000000000,2021-08-09T13:00:00.000000000,550.2083129882812,2998.10009765625
966,evia_2021,train,2021-08-07T03:00:00.000000000,2021-08-09T14:00:00.000000000,752.691650390625,2998.10009765625
967,evia_2021,train,2021-08-07T04:00:00.000000000,2021-08-09T15:00:00.000000000,965.5582885742188,2998.10009765625
968,evia_2021,train,2021-08-07T05:00:00.000000000,2021-08-09T16:00:00.000000000,965.5582885742188,2998.10009765625
969,evia_2021,train,2021-08-07T06:00:00.000000000,2021-08-09T17:00:00.000000000,965.5582885742188,2998.10009765625
970,evia_2021,train,2021-08-07T07:00:00.000000000,2021-08-09T18:00:00.000000000,965.5584106445312,2998.10009765625
971,evia_2021,train,2021-08-07T08:00:00.000000000,2021-08-09T19:00:00.000000000,965.5584106445312,2998.10009765625
972,evia_2021,train,2021-08-07T09:00:00.000000000,2021-08-09T20:00:00.000000000,965.558349609375,2998.10009765625
973,evia_2021,train,2021-08-07T10:00:00.000000000,2021-08-09T21:00:00.000000000,965.558349609375,2998.10009765625
974,evia_2021,train,2021-08-07T11:00:00.000000000,2021-08-09T22:00:00.000000000,965.5584106445312,2998.10009765625
975,evia_2021,train,2021-08-07T12:00:00.000000000,2021-08-09T23:00:00.000000000,909.6500854492188,2998.10009765625
976,evia_2021,train,2021-08-07T13:00:00.000000000,2021-08-10T00:00:00.000000000,665.1917114257812,2998.10009765625
977,evia_2021,train,2021-08-07T14:00:00.000000000,2021-08-10T04:00:00.000000000,415.3500061035156,2554.39990234375
978,evia_2021,train,2021-08-07T15:00:00.000000000,2021-08-10T05:00:00.000000000,212.8666534423828,2554.39990234375
979,evia_2021,train,2021-08-07T16:00:00.000000000,2021-08-10T06:00:00.000000000,0.0,0.0
980,evia_2021,train,2021-08-07T17:00:00.000000000,2021-08-10T07:00:00.000000000,0.0,0.0
981,evia_2021,train,2021-08-07T18:00:00.000000000,2021-08-10T08:00:00.000000000,0.0,0.0
982,evia_2021,train,2021-08-07T19:00:00.000000000,2021-08-10T09:00:00.000000000,0.0,0.0
983,evia_2021,train,2021-08-07T20:00:00.000000000,2021-08-10T10:00:00.000000000,0.0,0.0
984,evia_2021,train,2021-08-07T21:00:00.000000000,2021-08-10T11:00:00.000000000,101.73333740234375,1220.800048828125
985,evia_2021,train,2021-08-07T22:00:00.000000000,2021-08-10T12:00:00.000000000,101.73333740234375,1220.800048828125
986,evia_2021,train,2021-08-07T23:00:00.000000000,2021-08-10T13:00:00.000000000,101.73333740234375,1220.800048828125
987,evia_2021,train,2021-08-08T00:00:00.000000000,2021-08-10T14:00:00.000000000,101.73333740234375,1220.800048828125
988,evia_2021,train,2021-08-08T01:00:00.000000000,2021-08-10T15:00:00.000000000,101.73333740234375,1220.800048828125
989,evia_2021,train,2021-08-08T02:00:00.000000000,2021-08-10T16:00:00.000000000,101.73333740234375,1220.800048828125
990,evia_2021,train,2021-08-08T03:00:00.000000000,2021-08-10T17:00:00.000000000,101.73333740234375,1220.800048828125
991,evia_2021,train,2021-08-08T04:00:00.000000000,2021-08-10T18:00:00.000000000,101.73333740234375,1220.800048828125
992,evia_2021,train,2021-08-08T05:00:00.000000000,2021-08-10T19:00:00.000000000,101.73333740234375,1220.800048828125
993,evia_2021,train,2021-08-08T06:00:00.000000000,2021-08-10T20:00:00.000000000,101.73333740234375,1220.800048828125
994,evia_2021,train,2021-08-08T07:00:00.000000000,2021-08-10T21:00:00.000000000,101.73333740234375,1220.800048828125
995,evia_2021,train,2021-08-08T08:00:00.000000000,2021-08-10T22:00:00.000000000,101.73333740234375,1220.800048828125
996,evia_2021,train,2021-08-08T09:00:00.000000000,2021-08-10T23:00:00.000000000,0.0,0.0
997,evia_2021,train,2021-08-08T10:00:00.000000000,2021-08-11T00:00:00.000000000,0.0,0.0
998,evia_2021,train,2021-08-08T11:00:00.000000000,2021-08-11T01:00:00.000000000,0.0,0.0
999,evia_2021,train,2021-08-08T12:00:00.000000000,2021-08-11T02:00:00.000000000,0.0,0.0
1000,evia_2021,train,2021-08-08T13:00:00.000000000,2021-08-11T03:00:00.000000000,0.0,0.0
1001,evia_2021,train,2021-08-08T14:00:00.000000000,2021-08-11T04:00:00.000000000,0.0,0.0
1002,evia_2021,train,2021-08-08T15:00:00.000000000,2021-08-11T05:00:00.000000000,0.0,0.0
1003,evia_2021,train,2021-08-08T16:00:00.000000000,2021-08-11T06:00:00.000000000,0.0,0.0
1004,evia_2021,train,2021-08-08T17:00:00.000000000,2021-08-11T07:00:00.000000000,0.0,0.0
1005,evia_2021,train,2021-08-08T18:00:00.000000000,2021-08-11T08:00:00.000000000,0.0,0.0
1006,evia_2021,train,2021-08-08T19:00:00.000000000,2021-08-11T09:00:00.000000000,0.0,0.0
1007,evia_2021,train,2021-08-08T20:00:00.000000000,2021-08-11T10:00:00.000000000,0.0,0.0
1008,evia_2021,train,2021-08-08T21:00:00.000000000,2021-08-11T11:00:00.000000000,0.0,0.0
1009,evia_2021,train,2021-08-08T22:00:00.000000000,2021-08-11T12:00:00.000000000,0.0,0.0
1010,evia_2021,train,2021-08-08T23:00:00.000000000,2021-08-11T13:00:00.000000000,0.0,0.0
1011,evia_2021,train,2021-08-09T00:00:00.000000000,2021-08-11T14:00:00.000000000,0.0,0.0
1012,evia_2021,train,2021-08-09T01:00:00.000000000,2021-08-11T15:00:00.000000000,0.0,0.0
1013,evia_2021,train,2021-08-09T02:00:00.000000000,2021-08-11T16:00:00.000000000,0.0,0.0
1014,evia_2021,train,2021-08-09T03:00:00.000000000,2021-08-11T17:00:00.000000000,0.0,0.0
1015,evia_2021,train,2021-08-09T04:00:00.000000000,2021-08-11T18:00:00.000000000,0.0,0.0
1016,evia_2021,train,2021-08-09T05:00:00.000000000,2021-08-11T19:00:00.000000000,0.0,0.0
1017,evia_2021,train,2021-08-09T06:00:00.000000000,2021-08-11T20:00:00.000000000,0.0,0.0
1018,evia_2021,train,2021-08-09T07:00:00.000000000,2021-08-11T21:00:00.000000000,0.0,0.0
1019,evia_2021,train,2021-08-09T08:00:00.000000000,2021-08-11T22:00:00.000000000,0.0,0.0
1020,evia_2021,train,2021-08-09T09:00:00.000000000,2021-08-11T23:00:00.000000000,0.0,0.0
1021,evia_2021,train,2021-08-09T10:00:00.000000000,2021-08-12T00:00:00.000000000,0.0,0.0
1022,evia_2021,train,2021-08-09T11:00:00.000000000,2021-08-12T01:00:00.000000000,0.0,0.0
1023,evia_2021,train,2021-08-09T12:00:00.000000000,2021-08-12T02:00:00.000000000,0.0,0.0
1024,evia_2021,train,2021-08-09T13:00:00.000000000,2021-08-12T03:00:00.000000000,0.0,0.0
1025,evia_2021,train,2021-08-09T14:00:00.000000000,2021-08-12T04:00:00.000000000,0.0,0.0
1026,evia_2021,train,2021-08-09T15:00:00.000000000,2021-08-12T05:00:00.000000000,0.0,0.0
1027,evia_2021,train,2021-08-09T16:00:00.000000000,2021-08-12T06:00:00.000000000,0.0,0.0
1028,evia_2021,train,2021-08-09T17:00:00.000000000,2021-08-12T07:00:00.000000000,0.0,0.0
1029,evia_2021,train,2021-08-09T18:00:00.000000000,2021-08-12T08:00:00.000000000,0.0,0.0
1030,evia_2021,train,2021-08-09T19:00:00.000000000,2021-08-12T09:00:00.000000000,0.0,0.0
1031,evia_2021,train,2021-08-09T20:00:00.000000000,2021-08-12T10:00:00.000000000,0.0,0.0
1032,evia_2021,train,2021-08-09T21:00:00.000000000,2021-08-12T11:00:00.000000000,0.0,0.0
1033,evia_2021,train,2021-08-09T22:00:00.000000000,2021-08-12T12:00:00.000000000,0.0,0.0
1034,evia_2021,train,2021-08-09T23:00:00.000000000,2021-08-12T13:00:00.000000000,0.0,0.0
1035,evia_2021,train,2021-08-10T00:00:00.000000000,2021-08-12T14:00:00.000000000,0.0,0.0
1036,evia_2021,train,2021-08-10T04:00:00.000000000,2021-08-12T15:00:00.000000000,0.0,0.0
1037,evia_2021,train,2021-08-10T05:00:00.000000000,2021-08-12T16:00:00.000000000,0.0,0.0
1038,evia_2021,train,2021-08-10T06:00:00.000000000,2021-08-12T17:00:00.000000000,0.0,0.0
1039,evia_2021,train,2021-08-10T07:00:00.000000000,2021-08-12T18:00:00.000000000,0.0,0.0
1040,evia_2021,train,2021-08-10T08:00:00.000000000,2021-08-12T19:00:00.000000000,0.0,0.0
1041,evia_2021,train,2021-08-10T09:00:00.000000000,2021-08-12T20:00:00.000000000,0.0,0.0
1042,evia_2021,train,2021-08-10T10:00:00.000000000,2021-08-12T21:00:00.000000000,0.0,0.0
1043,evia_2021,train,2021-08-10T11:00:00.000000000,2021-08-12T22:00:00.000000000,0.0,0.0
1044,evia_2021,train,2021-08-10T12:00:00.000000000,2021-08-12T23:00:00.000000000,0.0,0.0
1045,olympia_2021,train,2021-08-04T00:00:00.000000000,2021-08-07T19:00:00.000000000,9672.1005859375,23367.69921875
1046,olympia_2021,train,2021-08-04T01:00:00.000000000,2021-08-07T20:00:00.000000000,9687.458984375,23367.69921875
1047,olympia_2021,train,2021-08-05T07:00:00.000000000,2021-08-07T21:00:00.000000000,9572.1005859375,23367.69921875
1048,olympia_2021,train,2021-08-05T08:00:00.000000000,2021-08-07T22:00:00.000000000,9119.1591796875,23367.69921875
1049,olympia_2021,train,2021-08-05T09:00:00.000000000,2021-08-07T23:00:00.000000000,7876.74169921875,23367.69921875
1050,olympia_2021,train,2021-08-05T10:00:00.000000000,2021-08-08T00:00:00.000000000,5930.94970703125,23367.69921875
1051,olympia_2021,train,2021-08-05T11:00:00.000000000,2021-08-08T01:00:00.000000000,3983.641845703125,19527.5
1052,olympia_2021,train,2021-08-05T12:00:00.000000000,2021-08-08T02:00:00.000000000,2356.349853515625,11119.2001953125
1053,olympia_2021,train,2021-08-05T13:00:00.000000000,2021-08-08T03:00:00.000000000,1429.75,7670.2001953125
1054,olympia_2021,train,2021-08-05T14:00:00.000000000,2021-08-08T04:00:00.000000000,790.566650390625,3813.699951171875
1055,olympia_2021,train,2021-08-05T15:00:00.000000000,2021-08-08T05:00:00.000000000,472.75830078125,2060.60009765625
1056,olympia_2021,train,2021-08-05T16:00:00.000000000,2021-08-08T06:00:00.000000000,301.0416564941406,1078.199951171875
1057,olympia_2021,train,2021-08-05T17:00:00.000000000,2021-08-08T07:00:00.000000000,211.19166564941406,1053.0
1058,olympia_2021,train,2021-08-05T18:00:00.000000000,2021-08-08T08:00:00.000000000,144.85833740234375,1053.0
1059,olympia_2021,train,2021-08-05T19:00:00.000000000,2021-08-08T09:00:00.000000000,57.108333587646484,448.5
1060,olympia_2021,train,2021-08-05T20:00:00.000000000,2021-08-08T10:00:00.000000000,19.733333587646484,236.8000030517578
1061,olympia_2021,train,2021-08-05T21:00:00.000000000,2021-08-08T12:00:00.000000000,0.0,0.0
1062,olympia_2021,train,2021-08-05T22:00:00.000000000,2021-08-08T13:00:00.000000000,19.92500114440918,239.10000610351562
1063,olympia_2021,train,2021-08-05T23:00:00.000000000,2021-08-08T16:00:00.000000000,23.08333396911621,239.10000610351562
1064,olympia_2021,train,2021-08-06T00:00:00.000000000,2021-08-08T17:00:00.000000000,30.10833168029785,239.10000610351562
1065,olympia_2021,train,2021-08-06T01:00:00.000000000,2021-08-08T18:00:00.000000000,33.79166793823242,239.10000610351562
1066,olympia_2021,train,2021-08-06T02:00:00.000000000,2021-08-08T19:00:00.000000000,33.79166793823242,239.10000610351562
1067,olympia_2021,train,2021-08-06T03:00:00.000000000,2021-08-08T20:00:00.000000000,33.79166793823242,239.10000610351562
1068,olympia_2021,train,2021-08-06T04:00:00.000000000,2021-08-08T21:00:00.000000000,33.79166793823242,239.10000610351562
1069,olympia_2021,train,2021-08-06T05:00:00.000000000,2021-08-08T22:00:00.000000000,33.79166793823242,239.10000610351562
1070,olympia_2021,train,2021-08-06T06:00:00.000000000,2021-08-08T23:00:00.000000000,33.79166793823242,239.10000610351562
1071,olympia_2021,train,2021-08-06T07:00:00.000000000,2021-08-09T00:00:00.000000000,33.79166793823242,239.10000610351562
1072,olympia_2021,train,2021-08-06T08:00:00.000000000,2021-08-09T01:00:00.000000000,33.79166793823242,239.10000610351562
1073,olympia_2021,train,2021-08-06T09:00:00.000000000,2021-08-09T02:00:00.000000000,33.79166793823242,239.10000610351562
1074,olympia_2021,train,2021-08-06T10:00:00.000000000,2021-08-09T03:00:00.000000000,13.866667747497559,84.30000305175781
1075,olympia_2021,train,2021-08-06T11:00:00.000000000,2021-08-09T04:00:00.000000000,10.708333015441895,84.30000305175781
1076,olympia_2021,train,2021-08-06T12:00:00.000000000,2021-08-09T05:00:00.000000000,3.683333396911621,44.20000076293945
1077,olympia_2021,train,2021-08-06T13:00:00.000000000,2021-08-09T06:00:00.000000000,0.0,0.0
1078,olympia_2021,train,2021-08-06T14:00:00.000000000,2021-08-09T07:00:00.000000000,0.0,0.0
1079,olympia_2021,train,2021-08-06T15:00:00.000000000,2021-08-09T08:00:00.000000000,24.54166603088379,294.5
1080,olympia_2021,train,2021-08-06T16:00:00.000000000,2021-08-09T09:00:00.000000000,97.86666870117188,879.9000244140625
1081,olympia_2021,train,2021-08-06T17:00:00.000000000,2021-08-09T10:00:00.000000000,187.19166564941406,1071.9000244140625
1082,olympia_2021,train,2021-08-06T18:00:00.000000000,2021-08-09T11:00:00.000000000,361.066650390625,2086.5
1083,olympia_2021,train,2021-08-06T19:00:00.000000000,2021-08-09T12:00:00.000000000,720.50830078125,4313.2998046875
1084,olympia_2021,train,2021-08-06T21:00:00.000000000,2021-08-09T13:00:00.000000000,887.5332641601562,4313.2998046875
1085,olympia_2021,train,2021-08-07T00:00:00.000000000,2021-08-09T14:00:00.000000000,1018.441650390625,4313.2998046875
1086,olympia_2021,train,2021-08-07T01:00:00.000000000,2021-08-09T15:00:00.000000000,1084.1500244140625,4313.2998046875
1087,olympia_2021,train,2021-08-07T02:00:00.000000000,2021-08-09T16:00:00.000000000,1091.9749755859375,4313.2998046875
1088,olympia_2021,train,2021-08-07T03:00:00.000000000,2021-08-09T17:00:00.000000000,1091.97509765625,4313.2998046875
1089,olympia_2021,train,2021-08-07T04:00:00.000000000,2021-08-09T18:00:00.000000000,1091.9749755859375,4313.2998046875
1090,olympia_2021,train,2021-08-07T05:00:00.000000000,2021-08-09T19:00:00.000000000,1091.9749755859375,4313.2998046875
1091,olympia_2021,train,2021-08-07T06:00:00.000000000,2021-08-09T20:00:00.000000000,1067.4332275390625,4313.2998046875
1092,olympia_2021,train,2021-08-07T07:00:00.000000000,2021-08-09T21:00:00.000000000,994.1083374023438,4313.2998046875
1093,olympia_2021,train,2021-08-07T08:00:00.000000000,2021-08-09T22:00:00.000000000,904.7833862304688,4313.2998046875
1094,olympia_2021,train,2021-08-07T09:00:00.000000000,2021-08-09T23:00:00.000000000,730.9083862304688,4313.2998046875
1095,olympia_2021,train,2021-08-07T10:00:00.000000000,2021-08-10T00:00:00.000000000,371.4666748046875,2004.300048828125
1096,olympia_2021,train,2021-08-07T11:00:00.000000000,2021-08-10T01:00:00.000000000,204.441650390625,1570.9000244140625
1097,olympia_2021,train,2021-08-07T12:00:00.000000000,2021-08-10T02:00:00.000000000,73.53333282470703,788.5
1098,olympia_2021,train,2021-08-07T13:00:00.000000000,2021-08-10T03:00:00.000000000,7.825000286102295,93.9000015258789
1099,olympia_2021,train,2021-08-07T14:00:00.000000000,2021-08-10T04:00:00.000000000,0.0,0.0
1100,olympia_2021,train,2021-08-07T15:00:00.000000000,2021-08-10T05:00:00.000000000,0.0,0.0
1101,olympia_2021,train,2021-08-07T16:00:00.000000000,2021-08-10T06:00:00.000000000,0.0,0.0
1102,olympia_2021,train,2021-08-07T17:00:00.000000000,2021-08-10T08:00:00.000000000,0.0,0.0
1103,olympia_2021,train,2021-08-07T18:00:00.000000000,2021-08-10T10:00:00.000000000,246.09999084472656,2953.199951171875
1104,olympia_2021,train,2021-08-07T19:00:00.000000000,2021-08-10T11:00:00.000000000,473.7916564941406,2953.199951171875
1105,olympia_2021,train,2021-08-07T20:00:00.000000000,2021-08-10T13:00:00.000000000,953.2333374023438,5753.2998046875
1106,olympia_2021,train,2021-08-07T21:00:00.000000000,2021-08-10T14:00:00.000000000,1363.2666015625,5753.2998046875
1107,olympia_2021,train,2021-08-07T22:00:00.000000000,2021-08-10T16:00:00.000000000,1428.1165771484375,5753.2998046875
1108,olympia_2021,train,2021-08-07T23:00:00.000000000,2021-08-10T17:00:00.000000000,1456.1998291015625,5753.2998046875
1109,olympia_2021,train,2021-08-08T00:00:00.000000000,2021-08-10T18:00:00.000000000,1468.2332763671875,5753.2998046875
1110,olympia_2021,train,2021-08-08T01:00:00.000000000,2021-08-10T20:00:00.000000000,1468.2332763671875,5753.2998046875
1111,olympia_2021,train,2021-08-08T02:00:00.000000000,2021-08-10T21:00:00.000000000,1468.2332763671875,5753.2998046875
1112,olympia_2021,train,2021-08-08T03:00:00.000000000,2021-08-10T23:00:00.000000000,1468.2332763671875,5753.2998046875
1113,olympia_2021,train,2021-08-08T04:00:00.000000000,2021-08-11T01:00:00.000000000,1468.2333984375,5753.2998046875
1114,olympia_2021,train,2021-08-08T05:00:00.000000000,2021-08-11T02:00:00.000000000,1468.2332763671875,5753.2998046875
1115,olympia_2021,train,2021-08-08T06:00:00.000000000,2021-08-11T03:00:00.000000000,1222.13330078125,5753.2998046875
1116,olympia_2021,train,2021-08-08T07:00:00.000000000,2021-08-11T04:00:00.000000000,994.441650390625,5753.2998046875
1117,olympia_2021,train,2021-08-08T08:00:00.000000000,2021-08-11T06:00:00.000000000,515.0,4920.39990234375
1118,olympia_2021,train,2021-08-08T09:00:00.000000000,2021-08-11T07:00:00.000000000,104.96666717529297,778.2000122070312
1119,olympia_2021,train,2021-08-08T10:00:00.000000000,2021-08-11T08:00:00.000000000,40.11666488647461,337.0
1120,olympia_2021,train,2021-08-08T12:00:00.000000000,2021-08-11T11:00:00.000000000,12.033332824707031,144.39999389648438
1121,olympia_2021,train,2021-08-08T13:00:00.000000000,2021-08-11T13:00:00.000000000,0.0,0.0
1122,olympia_2021,train,2021-08-08T16:00:00.000000000,2021-08-11T14:00:00.000000000,0.0,0.0
1123,olympia_2021,train,2021-08-08T17:00:00.000000000,2021-08-11T18:00:00.000000000,0.0,0.0
1124,olympia_2021,train,2021-08-08T18:00:00.000000000,2021-08-11T19:00:00.000000000,0.0,0.0
1125,olympia_2021,train,2021-08-08T19:00:00.000000000,2021-08-11T20:00:00.000000000,0.0,0.0
1126,olympia_2021,train,2021-08-08T20:00:00.000000000,2021-08-11T21:00:00.000000000,0.0,0.0
1127,olympia_2021,train,2021-08-08T21:00:00.000000000,2021-08-11T22:00:00.000000000,0.0,0.0
1128,olympia_2021,train,2021-08-08T22:00:00.000000000,2021-08-11T23:00:00.000000000,0.0,0.0
1129,olympia_2021,train,2021-08-08T23:00:00.000000000,2021-08-12T00:00:00.000000000,0.0,0.0
1130,olympia_2021,train,2021-08-09T00:00:00.000000000,2021-08-12T01:00:00.000000000,0.0,0.0
1131,olympia_2021,train,2021-08-09T01:00:00.000000000,2021-08-12T02:00:00.000000000,11.608333587646484,139.3000030517578
1132,olympia_2021,train,2021-08-09T02:00:00.000000000,2021-08-12T03:00:00.000000000,11.608333587646484,139.3000030517578
1133,olympia_2021,train,2021-08-09T03:00:00.000000000,2021-08-12T04:00:00.000000000,11.608333587646484,139.3000030517578
1134,olympia_2021,train,2021-08-09T04:00:00.000000000,2021-08-12T05:00:00.000000000,11.608333587646484,139.3000030517578
1135,olympia_2021,train,2021-08-09T05:00:00.000000000,2021-08-12T06:00:00.000000000,11.608333587646484,139.3000030517578
1136,olympia_2021,train,2021-08-09T06:00:00.000000000,2021-08-12T07:00:00.000000000,17.633333206176758,139.3000030517578
1137,olympia_2021,train,2021-08-09T07:00:00.000000000,2021-08-12T08:00:00.000000000,62.97499465942383,544.0999755859375
1138,olympia_2021,train,2021-08-09T08:00:00.000000000,2021-08-12T09:00:00.000000000,117.75833129882812,657.4000244140625
1139,olympia_2021,train,2021-08-09T09:00:00.000000000,2021-08-12T10:00:00.000000000,199.10833740234375,976.2000122070312
1140,olympia_2021,train,2021-08-09T10:00:00.000000000,2021-08-12T11:00:00.000000000,221.68333435058594,976.2000122070312
1141,olympia_2021,train,2021-08-09T11:00:00.000000000,2021-08-12T12:00:00.000000000,221.68333435058594,976.2000122070312
1142,olympia_2021,train,2021-08-09T12:00:00.000000000,2021-08-12T13:00:00.000000000,221.68333435058594,976.2000122070312
1143,olympia_2021,train,2021-08-09T13:00:00.000000000,2021-08-12T14:00:00.000000000,210.0749969482422,976.2000122070312
1144,olympia_2021,train,2021-08-09T14:00:00.000000000,2021-08-12T15:00:00.000000000,210.07501220703125,976.2000122070312
1145,olympia_2021,train,2021-08-09T15:00:00.000000000,2021-08-12T16:00:00.000000000,210.07501220703125,976.2000122070312
1146,olympia_2021,train,2021-08-09T16:00:00.000000000,2021-08-12T17:00:00.000000000,210.0749969482422,976.2000122070312
1147,olympia_2021,train,2021-08-09T17:00:00.000000000,2021-08-12T18:00:00.000000000,210.0749969482422,976.2000122070312
1148,olympia_2021,train,2021-08-09T18:00:00.000000000,2021-08-12T19:00:00.000000000,204.0500030517578,976.2000122070312
1149,olympia_2021,train,2021-08-09T19:00:00.000000000,2021-08-12T20:00:00.000000000,158.70834350585938,976.2000122070312
1150,olympia_2021,train,2021-08-09T20:00:00.000000000,2021-08-12T21:00:00.000000000,103.92499542236328,976.2000122070312
1151,olympia_2021,train,2021-08-09T21:00:00.000000000,2021-08-12T22:00:00.000000000,22.57499885559082,270.8999938964844
1152,olympia_2021,train,2021-08-09T22:00:00.000000000,2021-08-12T23:00:00.000000000,0.0,0.0
1153,olympia_2021,train,2021-08-09T23:00:00.000000000,2021-08-13T00:00:00.000000000,0.0,0.0
1154,olympia_2021,train,2021-08-10T00:00:00.000000000,2021-08-13T01:00:00.000000000,0.0,0.0
1155,olympia_2021,train,2021-08-10T01:00:00.000000000,2021-08-13T02:00:00.000000000,0.0,0.0
1156,olympia_2021,train,2021-08-10T02:00:00.000000000,2021-08-13T03:00:00.000000000,0.0,0.0
1157,olympia_2021,train,2021-08-10T03:00:00.000000000,2021-08-13T04:00:00.000000000,0.0,0.0
1158,olympia_2021,train,2021-08-10T04:00:00.000000000,2021-08-13T05:00:00.000000000,0.0,0.0
1159,olympia_2021,train,2021-08-10T05:00:00.000000000,2021-08-13T06:00:00.000000000,0.0,0.0
1160,olympia_2021,train,2021-08-10T06:00:00.000000000,2021-08-13T07:00:00.000000000,0.0,0.0
1161,olympia_2021,train,2021-08-10T08:00:00.000000000,2021-08-13T08:00:00.000000000,0.0,0.0
1162,olympia_2021,train,2021-08-10T10:00:00.000000000,2021-08-13T09:00:00.000000000,0.0,0.0
1163,olympia_2021,train,2021-08-10T11:00:00.000000000,2021-08-13T10:00:00.000000000,10.091666221618652,121.0999984741211
1164,olympia_2021,train,2021-08-10T13:00:00.000000000,2021-08-13T11:00:00.000000000,10.091666221618652,121.0999984741211
1165,olympia_2021,train,2021-08-10T14:00:00.000000000,2021-08-13T12:00:00.000000000,10.091666221618652,121.0999984741211
1166,olympia_2021,train,2021-08-10T16:00:00.000000000,2021-08-13T13:00:00.000000000,10.091666221618652,121.0999984741211
1167,olympia_2021,train,2021-08-10T17:00:00.000000000,2021-08-13T14:00:00.000000000,10.091666221618652,121.0999984741211
1168,olympia_2021,train,2021-08-10T18:00:00.000000000,2021-08-13T15:00:00.000000000,10.091666221618652,121.0999984741211
1169,olympia_2021,train,2021-08-10T20:00:00.000000000,2021-08-13T16:00:00.000000000,10.091666221618652,121.0999984741211
1170,olympia_2021,train,2021-08-10T21:00:00.000000000,2021-08-13T17:00:00.000000000,10.091666221618652,121.0999984741211
1171,olympia_2021,train,2021-08-10T23:00:00.000000000,2021-08-13T18:00:00.000000000,10.091666221618652,121.0999984741211
